Postcode,Area,City,StreetNumber,StreetName,FullAddress
4821,Glen Eden,Hamilton,46B,Captain Scott Road,"46B Warspite Avenue, Cannons Creek, Porirua"
4822,Glen Innes,Hamilton,17,Nanleen Rise,"17 Cobham Road, Kerikeri"
4825,Glendene,Hamilton,6B,Haumia Street,"6B Carisbrooke Street, Katikati"
4826,Glendowie,Auckland,805,David Street,"805 Oeo Road, Auroa"
4847,Glenfield,Tauranga,18,King Edward Parade,"18 Tregarth Street, Saint Johns Hill, Whanganui"
4848,Glengarry,Auckland,76,Crest Road,"76 Queen Street, Upper Hutt"
4849,Gleniti,Napier,2,Little Oaks Drive,"2 James Street, Hamilton East, Hamilton"
4860,Glenleith,Whangarei,Feb 71,Jeffery Street,"2/71 Anich Road, Massey, Auckland"
4861,Glenross,Auckland,39A,Booralee Avenue,"39A Menin Road, Onekawa, Napier"
4862,Glenside,Auckland,56A,Rangiwaho Road,"56A Totara Street, Tawhero, Whanganui"
4863,Glenview,Auckland,19C,Estuary Road,"19C Killarney Street, Takapuna, Auckland"
4864,Glenwood,Taupo,58,Belfast Place,"58 Clyma Street, Elderslea, Upper Hutt"
4865,Golflands,Auckland,37,Prospect Terrace,"37 Riverside Drive, Waiuku"
4866,Gonville,Auckland,41,Main Street,"41 Etherton Drive, Weymouth, Auckland"
4867,Goodwood Heights,Hamilton,54-64,Aberdeen Road,"54-64 Leonard Road, Mount Wellington, Auckland"
4884,Gracefield,Upper Hutt,7A,Oriental Street,"7A Suter Street, Stoke, Nelson"
4891,Grafton,Christchurch,68,Edinburgh Street,"68 Matlock Street, Woolston, Christchurch"
4893,Grandview Heights,Christchurch,6,Darroch Street,"6 Matipo Place, Woodhill, Whangarei"
4894,Grasmere,Auckland,76,Golden Courie Close,"76 Gilbert Road, Otara, Auckland"
4900,Green Bay,Upper Hutt,22,Vista Terrace,"22 Montego Close, Shirley, Christchurch"
4910,Green Island,Auckland,283,Bouverie Street,"283 Muritai Road, Eastbourne, Lower Hutt"
4920,Greenhithe,Auckland,88,Torea Lane,"88 Lagoon Way, West Harbour, Auckland"
4930,Greenlane,Whakatane,442,Vinograd Drive,"442 Tararua Road, Levin"
4940,Greenmeadows,Tauranga,304,State Highway 26,"304 Waingake Road, Manutuke"
4941,Grenada North,Blenheim,12,Coronation Road,"12 Lionel Place, Mapua"
4942,Grenada Village,Lower Hutt,23,Stout Street,"23 Ferndown Close, Brookfield, Tauranga"
4943,Grey Lynn,Auckland,10,Peter Buck Road,"10 Steed Avenue, Te Hapara, Gisborne"
4944,Grovetown,Rolleston,94,Capriana Drive,"94 Weymouth Road, Manurewa, Auckland"
4945,Gulf Harbour,Auckland,8,Hewitts Road,"8 Carex Way, Long Bay, Auckland"
4970,Half Moon Bay,Waihi Beach,44,Lewis Street,"44 Te Horo Beach Road, Te Horo"
4971,Halfway Bush,Whakatane,48/3,Nelson Street,"48/3 Burton Street, Grafton, Auckland"
4972,Halswell,Mount Maunganui,14,Lakemba Mews,"14 Queen Street, Papakura"
4973,Hamilton Central,Paraparaumu,25,Thompson Street,"25 Eversleigh Road, Belmont, Auckland"
4974,Hamilton East,Marton,257,Kakaramea Road,"257 Rosetta Road, Raumati Beach, Paraparaumu"
4975,Hamilton Lake,Lower Hutt,161B,Cornwall Road,"161B Jondor Road, Matamata"
4976,Hampstead,Wellington,53C,North Shore Road,"53C River Plate Road, Ngakuru"
4977,Harbour View,Mount Maunganui,33,Custom Street,"33 Peria Road, Matamata"
4978,Harewood,Waiuku,9,Carruth Road,"9 Caledonian Place, Cromwell"
4979,Hargest,Auckland,395,Ngatuku Place,"395 Springbank Road, Otaio"
4981,Harrowfield,Tauranga,107,Piko Street,"107 Barbarich Drive, Stonefields, Auckland"
4982,Hataitai,Dunedin,8,Norwich Place,"8 Lancewood Court, Matamata"
4983,Hatfields Beach,Auckland,18A,Whitmore Road,"18A Rosendale Avenue, Spotswood, New Plymouth"
4984,Hauraki,Feilding,40,O'Connell Road,"40 Tamure Place, Ruakaka"
4985,Hawthorndale,Pirongia,59,Fergusson Drive,"59 St Heliers Crescent, Aranui, Christchurch"
4986,Haywards,Porirua,6,Poplar Grove,"6 Walker Place, Whanganui East, Whanganui"
4987,Heathcote Valley,Dunedin,206,Hynds Road,"206 Acacia Bay Road, Nukuhau, Taupo"
4988,Hei Hei,Taupiri,1486,Marellen Drive,"1486 Bluff Highway, Greenhills"
4989,Heidelberg,Whakatane,3,St Andrews Square,"3 Sussex Street, Masterton"
4990,Helensburgh,Stewart Island,61A,Harbottle Road,"61A Manawatu Street, Hokowhitu, Palmerston North"
4991,Henderson,Christchurch,5,Lincoln Road,"5 Homestead Lane, Cambridge"
4992,Henderson Valley,Motueka,64,Tadmor-Bushend Road,"64 Beach Road, Katikati"
4993,Herald Island,Marlborough Sounds,170,Marama Crescent,"170 Verbena Road, Birkdale, Auckland"
4994,Heretaunga,Auckland,133B,New North Road,"133B Ellicott Road, Nawton, Hamilton"
4995,Herne Bay,Auckland,12,Barrie Crescent,"12 Clifford Street, Kaikohe"
4996,Highbury,Tauranga,18,Cameron Street,"18 Utting Street, Birkdale, Auckland"
4997,Highcliff,Auckland,776,Wharf Road,"776 Childers Road, Elgin, Gisborne"
4998,Highfield,Porirua,113,Lear Street,"113 Bayside Drive, Browns Bay, Auckland"
4999,Highland Park,Ngaruawahia,35B,Sapphire Place,"35B Douglas Street, Whakatane"
5010,Highlands Park,Christchurch,26,Old Wairoa Road,"26 Chartwell Close, Rangiora"
5011,Hillcrest,Lower Hutt,183,Oreti Crescent,"183 Gloucester Street, Taradale, Napier"
5012,Hillmorton,Christchurch,2,Finch Street,"2 Horizon Way, West Harbour, Auckland"
5013,Hillsborough,Auckland,62,Matahi Valley Road,"62 Douglas McLean Avenue, Marewa, Napier"
5014,Hillside,Auckland,461,Aroha Street,"461 Arapaepae South Road, Ohau"
5016,Hilltop,Dannevirke,36,Maranui Street,"36 Carroll Street, Waharoa"
5018,Hobsonville,Whangarei,33,Mile Road,"33 Redwood Street, Blenheim"
5019,Hokowhitu,Levin,157,Tiwai Road,"157 Cranford Street, St Albans, Christchurch"
5022,Holmes Hill,Hamilton,5,Barnes Road,"5 Onslow Street, Dargaville"
5024,Homebush,Wellington,9,Waimairi Road,"9 Field Place, Richmond"
5026,Hoon Hay,Upper Hutt,47,State Highway 12,"47 Morgan Crescent, Levin"
5028,Hope,Tauranga,108,Peace Street,"108 Memorial Drive, Parahaki, Whangarei"
5032,Horahora,Hastings,67,New North Road,"67 One Tree Point Road, One Tree Point, Whangarei"
5034,Hornby,Te Awamutu,619,Maitland Street,"619 Waitarere Beach Road, Waitarere Beach, Levin"
5036,Hornby South,Auckland,65,Paki Street,"65 Otaki Street, Kaiapoi"
5040,Horokiwi,Whanganui,111,The Drive,"111 Otumoetai Road, Brookfield, Tauranga"
5041,Hospital Hill,Morrinsville,54A,Samuel Cassidy Avenue,"54A Ruawai Road, Mount Wellington, Auckland"
5042,Houghton Bay,Masterton,34/46,Airport Road,"34/46 Peachgrove Road, Hamilton East, Hamilton"
5043,Howick,Lower Hutt,61,Kumara-Inchbonnie Road,"61 Levers Road, Matua, Tauranga"
5044,Huapai,Auckland,17,Whangaparaoa Road,"17 Oakway Drive, Schnapper Rock, Auckland"
5045,Huia,Kaiapoi,250,Briggs Road,"250 Mount Albert Road, Sandringham, Auckland"
5046,Huntington,Wellington,57B,Beach Road,"57B Wolverton Street, Avondale, Auckland"
5047,Huntington Park,Twizel,198,Porotaka Place,"198 Wellington Street, Pukekohe"
5048,Huntsbury,Auckland,426B,Kemp Road,"426B Oceanbeach Road, Mount Maunganui"
5049,Hurdon,Rotorua,32,Cambridge Street South,"32 Wolter Crescent, Cromwell"
5050,Hutt Central,Otorohanga,144,Boyne Street,"144 Lincoln Road, Henderson, Auckland"
5140,Ilam,Waikanae,58,Vancouver Drive,"58 Masons Road, East Tamaki Heights, Auckland"
5141,Inner Kaiti,Blenheim,487,Bridge Street,"487 Trevors Road, Carew"
5142,Island Bay,Palmerston North,15,Parade Court,"15 Kahu Street, Mangakino"
5143,Islington,Twizel,14,Joy Street,"14 Pandora Street, North New Brighton, Christchurch"
5240,Jervoistown,Raetihi,35A,Beach Road,"35A Clyde Street, Roseneath, Dunedin"
5242,Johnsonville,Whangarei,300,Maeroa Road,"300 Maddisons Road, Rolleston"
5243,Kaiata,Levin,24B,Pelargonium Terrace,"24B McKerrow Place, Sunshine Bay, Queenstown"
5245,Kaikorai,Waharoa,351B,Bryant Street,"351B Thames Street, Morrinsville"
5247,Kainga,Christchurch,6452,Winchester Street,"6452 Route 52, Herbertville"
5249,Kaiti,Paekakariki,295,Parkhouse Drive,"295 Welcome Bay Road, Welcome Bay, Tauranga"
5250,Kaiwharawhara,Lower Hutt,5A,Evans Bay Parade,"5A Whitehouse Road, Titahi Bay, Porirua"
5252,Kaniere,Masterton,734,Ngamotu Road,"734 Fraser Road, Normanby, Hawera"
5254,Karaka,Lincoln,34,Rangitopuni Road,"34 Bolton Avenue, Spreydon, Christchurch"
5255,Karaka Bays,Christchurch,544,Outhwaite Lane,"544 South Titirangi Road, Titirangi, Auckland"
5258,Karori,Mount Maunganui,81,Claudius Street,"81 McMurdo Street, Tinwald, Ashburton"
5371,Karoro,Tuakau,56,Seddon Street,"56 Murray Street, Greymouth"
5372,Kawarau Falls,Upper Hutt,72,Beth Street,"72 Carlton Crescent, Maraetai, Auckland"
5373,Kelburn,Masterton,9,Titirangi Road,"9 Rea Street, Lawrence"
5381,Kelson,Auckland,38,The Rosebowl,"38 Rintoul Street, Newtown, Wellington"
5391,Kelston,Christchurch,6,Manaia Street,"6 Rowe Street, Onehunga, Auckland"
5510,Kelvin Grove,Christchurch,49,Foster Street,"49 Amyes Road, Hornby, Christchurch"
5512,Kelvin Heights,Tauranga,553C,Remuera Road,"553C East Coast Road, Browns Bay, Auckland"
5540,Kenmure,Auckland,30A,Raleigh Street,"30A Landon Avenue, Mangere East, Auckland"
5541,Kensington,Hamilton,10,Alison Street,"10 Baltimore Crescent, Totara Park, Upper Hutt"
5542,Kew,Roxburgh,74D,Cressy Street,"74D Goulstone Road, Whakatane"
5543,Khandallah,Papamoa,36,Lewis Street,"36 Lithgow Drive, Otamatea, Whanganui"
5544,Kihikihi,Christchurch,14,Record Street,"14 Williamson Street, Cambridge"
5570,Kilbirnie,Auckland,12,Kauri Grove,"12 Stamford Park Road, Mount Roskill, Auckland"
5571,Kingsland,Auckland,536/21,South Road,"536/21 Viaduct Harbour Avenue, Auckland Central, Auckland"
5572,Kingsley Heights,Nelson,4,Ladies Mile,"4 Hangar Access Road, Auckland Airport, Auckland"
5573,Kingston,Auckland,40,Ash Street,"40 Adamson Crescent, Glengarry, Invercargill"
5574,Kingswell,Auckland,1,Browns Road,"1 Bestall Street, Maraenui, Napier"
5575,Kinmont Park,Hamilton,405B,Carnation Court,"405B Roscommon Road, Clendon Park, Auckland"
5581,Kohimarama,Auckland,1/331,Kea Street,"1/331 Kohimarama Road, St Heliers, Auckland"
5710,Korokoro,Hawera,540,Covent Drive,"540 Ohiti Road, Crownthorpe"
5711,Kuripuni,Kaiapoi,25,Hermes Place,"25 Radiata Lane, Chatswood, Auckland"
5712,Laingholm,Taupo,49,Webb Place,"49 Heretaunga Street, Tikipunga, Whangarei"
5713,Lake Hayes Estate,Rangiora,5,Kirikiri Road,"5 Duke Street, Levin"
5740,Lansdowne,Christchurch,571,Gilchrist Street,"571 Hazelmere Crescent, Te Awamutu"
5741,Lawyers Head,Auckland,1655,St Andrews Square,"1655 Otorohanga Road, Otorohanga"
5742,Leamington,Christchurch,210,Hanover Place,"210 Heywards Road, Clarkville"
5743,Leith Valley,Masterton,26A,Bealey Avenue,"26A Newell Street, Point Chevalier, Auckland"
5771,Liberton,Hamilton,20,Caulfeild Street,"20 Calthorp Close, Favona, Auckland"
5772,Linton,Napier,13,Cross Street,"13 Lancewood Avenue, Titirangi, Auckland"
5773,Linton Camp,Porirua,21,Rapson Road,"21 Waitote Street, Castlecliff, Whanganui"
5781,Linwood,Paraparaumu,26,Leila Place,"26 Tower Road, Milton"
5782,Little Valley,Mapua,58,Ngaere Avenue,"58 Rata Street, Inglewood"
5783,Long Bay,Kaitaia,39,Dove Place,"39 David Street, Hawthorndale, Invercargill"
5784,Longburn,Tauranga,10,Archibald Road,"10 Lingham Crescent, Torbay, Auckland"
5791,Longlands,Auckland,62,Taonui Street,"62 No 4 Line, Ashhurst"
5792,Lookout Point,Rotorua,2,Mount Pleasant Road,"2 Alice Lane, Papamoa Beach, Papamoa"
5794,Lower Vogeltown,Auckland,25,Eaglesome Avenue,"25 Blue Penguin Drive, Kerikeri"
5810,Lowry Bay,Wellington,19,Racecourse Road,"19 Oranga Street, Marfell, New Plymouth"
5840,Lucas Heights,Christchurch,4,Junction Street,"4 Cedar Place, Hillcrest, Hamilton"
5842,Lyall Bay,Cambridge,E1/30,Read Street,"E1/30 Bute Road, Browns Bay, Auckland"
5871,Lynfield,Auckland,15,Turakina Valley Road,"15 Warhorse Gate, Halswell, Christchurch"
5872,Lynmouth,Wanaka,71,Stuart Street,"71 Rodney Avenue, Te Horo Beach"
5881,Lytton West,Tauranga,2D/126,Aporo Drive,"2D/126 The Terrace, Wellington Central, Wellington"
5882,Macandrew Bay,Whanganui,27B,Shelley Road,"27B Falconer Rise, Jacks Point"
5883,Maeroa,Opotiki,499A,Letts Gully Road,"499A Punakitere Road, Taheke"
5884,Mahora,Katikati,69,Lenton Street,"69 Grove Street, The Wood, Nelson"
5885,Maia,Takapau,1105,Mangakahia Road,"1105 State Highway 16, Waimauku"
5886,Maidstone,Napier,14,Banksia Road,"14 Rimu Street, Strandon, New Plymouth"
5887,Mairangi Bay,Taihape,116,Bethlehem Road,"116 Kawai Street, Nelson South, Nelson"
5888,Mairehau,Auckland,47,Frankleigh Street,"47 Brunner Road, Glen Eden, Auckland"
5889,Maitai,Auckland,42,Black Beech Street,"42 Waripori Street, Berhampore, Wellington"
5890,Makaraka,Auckland,3/226,Manu Place,"3/226 Taharepa Road, Tauhara, Taupo"
5894,Mana,New Plymouth,27,Deanwell Avenue,"27 Helleur Road, Massey, Auckland"
6011,Mangapapa,Auckland,9B,Esplanade Road,"9B Athens Road, Onehunga, Auckland"
6012,Mangaroa,Dunedin,23,Buckley Road,"23 Bracken Street, New Plymouth"
6021,Mangawhai Heads,Christchurch,10,Henderson Valley Road,"10 Stephen Street, Halfway Bush, Dunedin"
6022,Mangere,Picton,31,Anzac Parade,"31 Bradford Street, Bradford, Dunedin"
6023,Mangere Bridge,Papamoa,282A,Tilford Street,"282A Kainui Road, Taupiri"
6035,Mangere East,Lower Hutt,514,Rea Road,"514 Nottingley Road, Frimley, Hastings"
6037,Manly,Ashhurst,102,Paierau Road,"102 Captain Springs Road, Onehunga, Auckland"
6140,Manor Park,Christchurch,10,Logie Place,"10 Nottingham Drive, Hamilton East, Hamilton"
6141,Manukau,Clyde,59,Brampton Drive,"59 Hall Crescent, Epuni, Lower Hutt"
6142,Manunui,Blenheim,112,Hairini Street,"112 Hapuku Street, Frimley, Hastings"
6143,Manurewa,Auckland,6,Kupe Street,"6 Puriri Street, Mount Maunganui"
6144,Manurewa East,Darfield,103,Te Irirangi Drive,"103 Miro Street, Trentham, Upper Hutt"
6145,Maori Hill,Te Karaka,665,French Street,"665 Hazelmere Crescent, Te Awamutu"
6146,Maoribank,Waihi Beach,99,Hillary Road,"99 Moewai Road, Whitianga"
6147,Maraenui,Papakura,31,Grandview Road,"31 Shaw Street, Mosgiel"
6148,Maraetai,Cambridge,24,Patanga Crescent,"24 Rollett Road, Tokoroa"
6149,Marchwiel,Auckland,505,Manukau Road,"505 Hart Drive, Frimley, Hastings"
6150,Marewa,Twizel,8,Domain Crescent,"8 Cambridge Terrace, Kaiti, Gisborne"
6160,Marfell,Dunedin,22A,Finlayson Avenue,"22A Homestead Place, Glenview, Hamilton"
6241,Marsden,Pahiatua,81,Moore Street,"81 Rue Lavaud, Akaroa"
6242,Marybank,Palmerston North,19,West Fairway,"19 Frank Bunce Grove, Flat Bush, Auckland"
6243,Maryhill,Auckland,91,Rapurapu Road,"91 Tironui Drive, Taradale, Napier"
6244,Massey,Thames,277,Dalton Street,"277 Ford Road, Whakapirau"
6440,Matakatia,Invercargill,62,Sydney Street,"62 Essex Street, Phillipstown, Christchurch"
6441,Maungaraki,Auckland,35,Seddon Street,"35 Bradley Road, Osborne"
6442,Maunu,Auckland,6,Reid Road,"6 Unity Road, Waitakere, Auckland"
6443,Maupuia,Upper Hutt,4,Carruth Road,"4 Marua Palm Grove, Timberlea, Upper Hutt"
6972,Mayfair,Palmerston North,57,Pohutukawa Parade,"57 Hassall Street, Parkside, Timaru"
7005,Mayfield,Hamilton,13,Wanaka Street,"13 Wellington Street, Feilding"
7007,Meadowbank,Waipukurau,50,Ben Lomond Crescent,"50 The Loop, Meeanee, Napier"
7010,Mechanics Bay,Rotorua,38,Wharekopae Road,"38 Rahera Street, Spreydon, Christchurch"
7011,Meeanee,Christchurch,Jan 28,Hulverstone Drive,"1/28 Lambie Drive, Papatoetoe, Auckland"
7020,Melling,Turangi,Feb 44,Highcliff Road,"2/44 Beach Road, Katikati"
7022,Mellons Bay,Turangi,43,Phoenicia Court,"43 Highfields Drive, Katikati"
7025,Melrose,Nelson,941,Tinirau Street,"941 River Road, Queenwood, Hamilton"
7040,Melville,Kawerau,37,Trigg Crescent,"37 Carousel Crescent, East Tamaki Heights, Auckland"
7041,Merivale,Lower Hutt,33,Mabel Street,"33 Twyford Street, Bishopdale, Christchurch"
7042,Merrilands,Whangarei,35,Avenue Road,"35 Miller Street, Glenholme, Rotorua"
7043,Middleton,Oamaru,19,Beach Street,"19 Leaity Street, Moerewa"
7044,Milford,Pahiatua,16,Brennan Place,"16 Tullamore, Maunu, Whangarei"
7045,Milson,Havelock North,29A,Glendhu Road,"29A Kiriwai Road, Paremata, Porirua"
7046,Miramar,Auckland,53,Arcadia Road,"53 Anglesea Street, Hamilton Central, Hamilton"
7047,Mission Bay,Waiheke Island,6,High Street,"6 Bream Bay Drive, Ruakaka"
7048,Moana,Upper Hutt,22,Lower Beach Road,"22 Tukanae Street, Strathmore Park, Wellington"
7049,Moera,Auckland,63,James Laurie Street,"63 Hillcrest Avenue, Hillcrest, Auckland"
7050,Monaco,Auckland,223,Taraire Crescent,"223 Butchers Road, Clarkville"
7051,Moncks Bay,Auckland,91A,Mangawara Road,"91A Arcon Drive, Broomfield, Christchurch"
7052,Morningside,Napier,23,Tudor Street,"23 Gordon Avenue, St Albans, Christchurch"
7053,Mornington,Matamata,22A,Pipitea Place,"22A Valley Road, Mount Eden, Auckland"
7054,Motu Rimu,Dunedin,224,Te Takinga Street,"224 Massey Road, Mangere East, Auckland"
7055,Moturoa,Hamilton,112,Willow Park Drive,"112 Archibald Road, Kelston, Auckland"
7071,Mount Albert,Hastings,22,Little Compton Mews,"22 Hickford Road, Moutoa"
7072,Mount Cook,Kerikeri,104,York Street,"104 Dickens Street, Napier South, Napier"
7073,Mount Eden,Invercargill,219,Paine Street,"219 Reynolds Drive, Te Awamutu"
7077,Mount Pleasant,Christchurch,49/1,Lavenham Road,"49/1 Piriti Drive, Te Atatu Peninsula, Auckland"
7081,Mount Roskill,Hamilton,805,Awakino Road,"805 Clive Street, Akina, Hastings"
7091,Mount Victoria,Whanganui,19,McMurdo Street,"19 Blanche Way, Half Moon Bay, Auckland"
7095,Mount Wellington,Christchurch,22,Portobello Way,"22 Butler Place, Lynmore, Rotorua"
7096,Murrays Bay,Lower Hutt,21,Bristol Street,"21 Sea View Road, Ostend, Waiheke Island"
7100,Musselburgh,Dunedin,39,Beachville Crescent,"39 Fourth Avenue, Urenui"
7110,Naenae,Palmerston North,37,George Street,"37 Fern Drive, Halswell, Christchurch"
7120,Napier South,Dunedin,Mar 35,Matarangi Drive,"3/35 Ararino Street, Trentham, Upper Hutt"
7142,Narrow Neck,Auckland,23A,Fairmile Drive,"23A Princess Road, Bellevue, Tauranga"
7143,Nawton,Auckland,14A,Reef Street,"14A Nathan Street, Tawa, Wellington"
7144,Nelson Airport,Auckland,402/160,Ruahine Place,"402/160 Lichfield Street, Christchurch Central, Christchurch"
7145,Nelson South,Rotorua,17,Penrose Street,"17 Marshall Avenue, Whanganui East, Whanganui"
7146,Netherby,Gisborne,Feb 18,Hukanui Road,"2/18 Knights Road, Rothesay Bay, Auckland"
7150,New Brighton,Auckland,18,Matahi Valley Road,"18 Goldleaf Hill, Queenstown"
7173,New Lynn,Mangawhai,12,Summermist Drive,"12 Babington Street, Parkside, Timaru"
7175,New Windsor,Auckland,119,Karewa Street,"119 Cass Street, Kaiapoi"
7178,Newfield,Wellington,4,Otiria Road,"4 Mary Ann Muller Crescent, Stoke, Nelson"
7182,Newlands,Cromwell,704/72,Manukau Road,"704/72 Nelson Street, Auckland Central, Auckland"
7183,Newmarket,Auckland,45,Dickson Crescent,"45 Matterhorn Crescent, Northpark, Auckland"
7192,Newtown,Auckland,9,Hewletts Road,"9 Bradshaw Terrace, Riccarton, Christchurch"
7193,Ngaio,Lower Hutt,299B,Cameron Street,"299B Kennedy Road, Onekawa, Napier"
7194,Ngauranga,Auckland,69C,Grace Crescent,"69C Williams Street, Cambridge"
7195,Nikau Valley,Auckland,67,Kyber Street,"67 Masefield Avenue, Maraenui, Napier"
7196,Normanby,Hamilton,51,Ngata Place,"51 Motutapu Avenue, Manly, Whangaparaoa"
7197,Normandale,Hamilton,10,Urquhart Road,"10 Beatrice Street, Rarangi"
7198,North Dunedin,Waihi,Apr 62,Nelson Street,"4/62 Milford Road, Milford, Auckland"
7201,North East Valley,Christchurch,37,Riverpark Drive,"37 Cheviot Street, Mangawhai Heads, Mangawhai"
7202,North New Brighton,Auckland,74,Warren Avenue,"74 Te Awa Avenue, Te Awa, Napier"
7204,Northcote,Rotorua,Jan 38,Penfold Place,"1/38 Wordsworth Crescent, Maraenui, Napier"
7206,Northcote Point,Blenheim,187,Bell Street,"187 Innes Road, St Albans, Christchurch"
7210,Northcross,Timaru,14,Attwood Road,"14 Seddon Crescent, Whataupoko, Gisborne"
7220,Northgate,Auckland,9,Federal Street,"9 Cotter Avenue, Arrowtown"
7240,Northland,Christchurch,46,Bell Road,"46 Aberdeen Road, Campbells Bay, Auckland"
7241,Northpark,Whanganui,Feb 39,Rushbrook Road,"2/39 Kilmarnock Street, Riccarton, Christchurch"
7242,Northwood,Whanganui,22,Caroline Street,"22 Broad Oaks Road, Morrinsville"
7243,Nukuhau,Porirua,7,Jacksons Road,"7 Clarice Place, Takanini"
7244,Oamaru North,Kaiapoi,10,Kahurangi Lane,"10 Acacia Avenue, Maryhill, Dunedin"
7246,Ocean Beach,Waihi Beach,1404,Paparata Road,"1404 Jellicoe Street, Mayfair, Hastings"
7247,Ocean Grove,Papamoa,45,Lovelock Place,"45 Waenga Drive, Cromwell"
7248,Ocean View,Stratford,1,Cathray Place,"1 Taiping Terrace, Linton Camp, Palmerston North"
7250,Oceanview,Christchurch,115C,Ward Street,"115C Highsted Road, Casebrook, Christchurch"
7251,Ohakea,Taumarunui,02 Jul,Redoubt Road,"2/7 Massey Avenue, Woburn, Lower Hutt"
7260,Ohariu,Hamilton,627,Phillips Avenue,"627 Mangorei Road, Mangorei"
7271,Okitu,Auckland,23,Geneva Terrace,"23 Brora Crescent, Papakowhai, Porirua"
7272,Omiha,Christchurch,304,Chelsea Street,"304 Terrace Road, Parkvale, Hastings"
7273,One Tree Hill,Rolleston,12,Motukawa Road,"12 Bankwood Road, Chartwell, Hamilton"
7274,Onehunga,Tairua,10,Hackthorne Road,"10 Berwick Place, Mount Maunganui"
7275,Onekawa,Auckland,9,Watsons Road,"9 Miro Road, Palm Beach, Waiheke Island"
7276,Onerahi,Hastings,54,Nellie Drive,"54 Fantham Street, Hawera"
7281,Oneroa,Whakatane,01 Apr,Railway Terrace,"1/4 Brick Street, Henderson, Auckland"
7282,Onetangi,Dunedin,8A,Ambury Road,"8A Arthur Street, Glenholme, Rotorua"
7284,Opaheke,Blenheim,62,Fitzroy Avenue,"62 Birchwood Lane, Tamahere"
7285,Opawa,Auckland,28,Kuawa Drive,"28 Catalina Drive, Melville, Hamilton"
7300,Opoho,Auckland,266,Park Avenue,"266 Titirangi Road, Titirangi, Auckland"
7310,Orakei,Auckland,8,Coty Place,"8 Factory Lane, Ngatea"
7332,Oratia,Tauranga,11,Farmer Crescent,"11 Stratford Way, Wilton, Wellington"
7334,Oriental Bay,Nelson,20,Whareora Road,"20 Ashmore Place, Favona, Auckland"
7340,Ostend,Napier,54,Norwegian Road,"54 Acacia Road, Torbay, Auckland"
7341,Otahuhu,Palmerston North,19,Richmond Road,"19 Pitt Street, Wadestown, Wellington"
7343,Otaihanga,Christchurch,112,Hutt Road,"112 Haisman Road, Makauri, Gisborne"
7345,Otaki Beach,Auckland,99,West Coast Road,"99 Hunua Road, Hunua"
7348,Otamatea,Whangaparaoa,95,Francevic Avenue,"95 Memorial Avenue, Ilam, Christchurch"
7360,Otangarei,Wellington,5/355,Karyn Street,"5/355 Worcester Street, Linwood, Christchurch"
7371,Otara,Christchurch,46,Cross Street,"46 Landmark Terrace, Orewa"
7373,Oteha,Hamilton,12,Horomatangi Street,"12 Te Anau Avenue, Hataitai, Wellington"
7374,Outer Kaiti,Wellington,50,Te Hutewai Road,"50 Fenton Mill Road, Kawerau"
7379,Owhiro Bay,Napier,16,Farnham Way,"16 Mistral Place, West Harbour, Auckland"
7381,Pahurehure,Auckland,8,Kings Road,"8 Highland Brae, Prebbleton"
7382,Pakuranga,Oamaru,20A,Waimea Street,"20A Grace Nicholls Grove, Riverstone Terraces, Upper Hutt"
7383,Pakuranga Heights,Hawera,54,Queen Street,"54 Aerodrome Road, Mount Maunganui"
7384,Pakuratahi,Auckland,56,Beresford Street,"56 Ward Street, Dunedin Central, Dunedin"
7385,Palm Beach,Whangarei,10A,The Ridgeway,"10A Dallinger Street, Saint Andrews, Hamilton"
7387,Pandora,Tauranga,16,Hinemoa Street,"16 Kinley Street, Rangiora"
7391,Panmure,Papamoa,45,South Road,"45 Lorne Crescent, Flaxmere, Hastings"
7392,Papakowhai,Porirua,32,Karamu Crescent,"32 Bermuda Drive, Hornby, Christchurch"
7395,Papanui,Rotorua,14,Kawera Road,"14 Salisbury Road, Bradford, Dunedin"
7400,Paparangi,Brightwater,32,Craigie Avenue,"32 Oranga Street, Marfell, New Plymouth"
7402,Papatoetoe,Christchurch,10,Ohau Terraces,"10 Taniwha Street, Frankton, Hamilton"
7410,Parahaki,Wellington,15,Scandrett Street,"15 Pastoral Lane, Hokowhitu, Palmerston North"
7420,Paraparaumu Beach,Whanganui,12A,Cataldo Mews,"12A Glacial Terrace, St Arnaud"
7430,Parau,Auckland,1187D,Main Road,"1187D New North Road, Mount Albert, Auckland"
7440,Paremata,Auckland,26,Cresswell Avenue,"26 Warspite Avenue, Cannons Creek, Porirua"
7441,Paremoremo,Arrowtown,22B,Trewavas Street,"22B Waimea Street, Westown, New Plymouth"
7442,Parklands,Tauranga,5,Martin Road,"5 Bosworth Street, Egmont Village"
7443,Parkside,Auckland,Jan 16,Sunshine Avenue,"1/16 Ewington Avenue, Mount Eden, Auckland"
7444,Parkvale,Christchurch,3,Halcyon Place,"3 Notch Place, Alfriston, Auckland"
7445,Parnell,Pukekohe,56,Waiti Road,"56 Puhara Avenue, Parklands, Christchurch"
7446,Paroa,Christchurch,6,Waihuka Road,"6 Marshs Road, Templeton, Christchurch"
7447,Penrose,Brightwater,29,Carmen Road,"29 Clipper Street, Titahi Bay, Porirua"
7448,Petone,Wellington,2,Mana Esplanade,"2 Crichton Lane, Fernhill, Queenstown"
